n;mae
1255;0,521988409
1256;0,515339354
1257;0,511659576
1258;0,517773221
1259;0,51797175
1260;0,5400821
1261;0,546907355
1262;0,537331892
1263;0,533958902
1264;0,536284597
1265;0,552958881
1266;0,553467158
1267;0,560185129
1268;0,559682105
1269;0,559099397
1270;0,553528945
1271;0,55419861
1272;0,553947534
1273;0,552518877
1274;0,539041327
1275;0,539083853
1276;0,566744609
1277;0,581816353
1278;0,559346671
1279;0,55925069
1280;0,559172546
1281;0,560419306
1282;0,573564149
1283;0,559834283
1284;0,559715346
1285;0,558462179
1286;0,563843267
1287;0,576259921
1288;0,569524762
1289;0,568253769
1290;0,564967623
1291;0,559674636
1292;0,562580865
1293;0,552194416
1294;0,54974114
1295;0,558897149
1296;0,569873681
1297;0,569172645
1298;0,570752169
1299;0,570479339
1300;0,571432866
1301;0,534428269
1302;0,537399874
1303;0,53822356
1304;0,536903618
1305;0,541118697
1306;0,538898067
1307;0,5305385
1308;0,52910865
1309;0,518373685
1310;0,520385131
1311;0,518978395
1312;0,519812456
1313;0,515795957
